product_id,sku,brand,model,product_family,device_type,release_year,os,form_factor,cpu_brand,cpu_model,cpu_tier,cpu_cores,cpu_threads,cpu_base_ghz,cpu_boost_ghz,gpu_brand,gpu_model,gpu_tier,vram_gb,ram_gb,storage_type,storage_gb,storage_drive_count,display_type,display_size_in,resolution,refresh_hz,battery_wh,charger_watts,weight_kg,warranty_months,msrp
P021106,LP-HP-NITRO-VWU-2018,HP,HP Nitro VWU,Nitro,Laptop,2018,Windows,Ultrabook,AMD,AMD Ryzen 5 3918,3,8,16,2.4,3.5,NVIDIA,RTX 40 50,1,4,24,NVMe,1024,2,LED,14.0,1920x1080,60,90,90,1.57,24,1324.99
P021107,LP-GIGABYTE-LEGION-LX4-2024,Gigabyte,Gigabyte Legion LX4,Legion,Laptop,2024,Windows,Ultrabook,Intel,Intel i9-13886,6,24,48,3.0,3.9,AMD,RX 6000 80,4,10,96,NVMe,256,1,QLED,15.6,2880x1800,165,70,65,1.1,24,2549.99
P021108,LP-LENOVO-BLADE-YCR-2021,Lenovo,Lenovo Blade YCR,Blade,Laptop,2021,Windows,2-in-1,Intel,Intel i5-14405,3,10,20,2.4,3.4,NVIDIA,RTX 40 60,2,6,16,NVMe,512,1,LED,16.0,1920x1080,90,70,120,1.73,48,1270.99
P021109,LP-ACER-LEGION-KSF-2025,Acer,Acer Legion KSF,Legion,Laptop,2025,Windows,Ultrabook,Intel,Intel i5-14900,2,6,10,2.2,3.0,NVIDIA,RTX 30 50,1,4,16,NVMe,512,1,LED,15.6,3840x2160,60,60,65,1.5,24,1324.99
P021110,LP-APPLE-SLIM-AZG-2024,Apple,Apple Slim AZG,Slim,Laptop,2024,Windows,Mainstream,Apple,Apple M2,5,18,18,2.8,3.8,Apple,Apple Integrated,5,4,96,NVMe,1024,1,OLED,15.6,3840x2160,60,60,120,2.0,12,3114.99
P021111,LP-APPLE-NITRO-WN6-2024,Apple,Apple Nitro WN6,Nitro,Laptop,2024,Linux,Ultrabook,Apple,Apple M1 Max,4,12,12,2.6,3.7,Apple,Apple Integrated,2,0,32,NVMe,256,1,IPS,14.0,1920x1080,90,70,65,1.57,24,1893.99
P021112,LP-HP-THINK-T6B-2024,HP,HP Think T6B,Think,Laptop,2024,Windows,Mainstream,Intel,Intel i7-13943,4,12,24,2.6,3.5,NVIDIA,RTX 40 80,4,10,64,HDD,512,1,OLED,15.6,2560x1600,60,99,65,1.7,12,2189.99
P021113,LP-ACER-SLIM-369-2024,Acer,Acer Slim 369,Slim,Laptop,2024,Windows,Mainstream,Intel,Intel i7-11231,4,12,24,2.6,3.5,AMD,RX 7000 80 XT,5,12,64,SSD,256,1,LED,14.0,3840x2160,120,99,45,1.57,24,2469.99
P021114,LP-HP-THINK-CDL-2021,HP,HP Think CDL,Think,Laptop,2021,ChromeOS,Mainstream,Intel,Intel i5-13128,2,8,16,2.2,3.2,NVIDIA,RTX 30 60,2,6,16,HDD,512,1,Mini-LED,15.6,1920x1080,60,50,180,3.0,24,1216.99
P021115,LP-LENOVO-STEALTH-KMA-2021,Lenovo,Lenovo Stealth KMA,Stealth,Laptop,2021,Windows,Gaming,Intel,Intel i5-14269,2,8,16,2.2,3.3,NVIDIA,RTX 30 70,3,8,16,HDD,256,1,OLED,15.6,1920x1080,60,80,180,2.5,24,1613.99
P021116,LP-HP-BLADE-3H9-2024,HP,HP Blade 3H9,Blade,Laptop,2024,Windows,Mainstream,Intel,Intel i5-12249,3,10,20,2.4,3.3,AMD,RX 7000 70,3,8,32,Hybrid,2048,1,LED,15.6,1920x1080,120,56,90,2.0,24,1772.99
P021117,LP-ASUS-ZEN-6UI-2024,ASUS,ASUS Zen 6UI,Zen,Laptop,2024,macOS,Mainstream,AMD,AMD Ryzen 5 6895,2,6,10,2.2,3.1,Intel,Arc A310,1,0,8,Hybrid,1024,1,OLED,14.0,1920x1080,90,56,90,1.57,48,1804.99
P021118,LP-DELL-NITRO-KXG-2023,Dell,Dell Nitro KXG,Nitro,Laptop,2023,Windows,2-in-1,Intel,Intel i5-11474,3,10,20,2.4,3.3,NVIDIA,RTX 20 70,3,8,40,NVMe,512,1,OLED,15.6,2560x1600,60,60,90,1.7,24,2002.99
P021119,LP-GIGABYTE-NITRO-1P1-2022,Gigabyte,Gigabyte Nitro 1P1,Nitro,Laptop,2022,ChromeOS,Mainstream,Intel,Intel i3-10262,1,4,8,2.0,3.1,NVIDIA,RTX 30 50,1,4,8,SSD,512,1,OLED,14.0,3840x2160,165,99,65,0.97,12,1524.99
P021120,LP-DELL-PRO-Z6P-2021,Dell,Dell Pro Z6P,Pro,Laptop,2021,macOS,Mainstream,Intel,Intel i3-12152,1,6,12,2.0,2.9,NVIDIA,RTX 40 50,1,4,8,NVMe,1024,1,LED,15.6,2880x1800,60,90,180,2.0,24,1512.99
P021121,LP-APPLE-PRO-20N-2018,Apple,Apple Pro 20N,Pro,Laptop,2018,Windows,Gaming,Apple,Apple M2,1,6,6,2.0,2.9,Apple,Apple Integrated,1,0,8,SSD,512,2,VA,13.3,1920x1080,90,60,90,1.52,24,1181.99
P021122,LP-ASUS-THINK-A4J-2020,ASUS,ASUS Think A4J,Think,Laptop,2020,macOS,Gaming,AMD,AMD Ryzen 5 5608,3,8,16,2.4,3.2,NVIDIA,RTX 30 80,4,10,32,NVMe,512,1,VA,13.3,1920x1080,120,56,65,1.32,48,1989.99
P021123,LP-ACER-PRO-M13-2025,Acer,Acer Pro M13,Pro,Laptop,2025,Windows,Gaming,Intel,Intel i9-11387,6,24,48,3.0,4.0,AMD,RX 6000 90,6,16,128,NVMe,512,1,LED,15.6,1920x1080,60,80,45,1.7,36,2244.99
P021124,LP-ASUS-PRO-MFP-2023,ASUS,ASUS Pro MFP,Pro,Laptop,2023,Windows,Gaming,Intel,Intel i3-14412,1,4,8,2.0,2.9,NVIDIA,RTX 40 50,1,4,8,NVMe,512,1,LED,13.3,1920x1080,165,56,65,0.92,36,1108.99
P021125,LP-ACER-LEGION-LML-2022,Acer,Acer Legion LML,Legion,Laptop,2022,Windows,2-in-1,Intel,Intel i5-13101,3,8,16,2.4,3.2,Intel,Arc A380,2,4,16,SSD,512,1,IPS,16.0,1920x1080,144,99,180,2.03,12,1427.99
P021126,LP-APPLE-ZEN-BL5-2019,Apple,Apple Zen BL5,Zen,Laptop,2019,Windows,Ultrabook,Apple,Apple M2 Pro,2,6,6,2.2,3.0,Apple,Apple Integrated,1,0,8,Hybrid,256,1,OLED,15.6,1920x1080,120,56,120,1.5,36,1574.99
P021127,LP-LENOVO-SLIM-67I-2025,Lenovo,Lenovo Slim 67I,Slim,Laptop,2025,Windows,Gaming,Intel,Intel i5-13608,3,8,16,2.4,3.4,Apple,Apple Integrated,3,0,32,SSD,1024,2,IPS,15.6,2560x1600,120,50,45,2.0,12,1803.99
P021128,LP-LENOVO-CREATOR-H1D-2025,Lenovo,Lenovo Creator H1D,Creator,Laptop,2025,Windows,2-in-1,AMD,AMD Ryzen 7 7425,5,16,32,2.8,3.8,AMD,RX 7000 80,4,10,64,NVMe,1024,1,LED,14.0,1920x1080,60,90,180,1.17,12,2364.99
P021129,LP-ACER-BLADE-QTL-2019,Acer,Acer Blade QTL,Blade,Laptop,2019,Windows,Ultrabook,Intel,Intel i5-13505,3,8,16,2.4,3.4,AMD,RX 6000 50,1,4,16,NVMe,512,1,LED,15.6,3840x2160,144,56,90,1.3,24,1554.99
P021130,LP-ACER-AIR-86V-2024,Acer,Acer Air 86V,Air,Laptop,2024,Windows,Mainstream,Intel,Intel i7-12578,4,12,22,2.6,3.7,AMD,RX 7000 70,3,8,32,NVMe,512,1,VA,13.3,2880x1800,144,70,90,1.32,12,1985.99
P021131,LP-LENOVO-CREATOR-NC3-2022,Lenovo,Lenovo Creator NC3,Creator,Laptop,2022,Windows,Mainstream,Intel,Intel i5-14966,2,8,16,2.2,3.2,NVIDIA,RTX 40 50,1,4,8,Hybrid,4096,1,Mini-LED,17.3,2560x1600,60,50,90,1.84,36,1599.99
P021132,LP-HP-THINK-2KB-2018,HP,HP Think 2KB,Think,Laptop,2018,Linux,Ultrabook,AMD,AMD Ryzen 7 7833,5,16,32,2.8,3.9,NVIDIA,RTX 30 70,3,8,80,Hybrid,2048,1,OLED,13.3,1920x1080,144,80,65,1.32,24,2449.99
P021133,LP-HP-CREATOR-MBP-2020,HP,HP Creator MBP,Creator,Laptop,2020,Windows,Ultrabook,AMD,AMD Ryzen 5 7288,2,8,16,2.2,3.1,NVIDIA,RTX 40 50,1,4,8,NVMe,256,2,Mini-LED,15.6,2880x1800,144,56,65,1.7,12,1550.99
P021134,LP-ASUS-SLIM-JQB-2022,ASUS,ASUS Slim JQB,Slim,Laptop,2022,Windows,Mainstream,Intel,Intel i5-11444,3,8,16,2.4,3.3,NVIDIA,RTX 30 70,3,8,32,NVMe,512,2,LED,14.0,1920x1080,60,50,45,1.87,12,1716.99
P021135,LP-MSI-STEALTH-XV6-2023,MSI,MSI Stealth XV6,Stealth,Laptop,2023,ChromeOS,Gaming,Intel,Intel i5-12781,3,8,16,2.4,3.3,NVIDIA,RTX 30 70,3,8,32,NVMe,256,1,Mini-LED,14.0,1920x1080,120,56,120,1.37,24,1728.99
P021136,LP-LENOVO-CREATOR-E10-2024,Lenovo,Lenovo Creator E10,Creator,Laptop,2024,Windows,Mainstream,Intel,Intel i5-12217,3,8,16,2.4,3.2,NVIDIA,RTX 40 80,4,10,32,NVMe,256,1,LED,14.0,1920x1080,90,60,65,1.87,12,1670.99
P021137,LP-SAMSUNG-PRO-GOG-2021,Samsung,Samsung Pro GOG,Pro,Laptop,2021,Windows,Mainstream,AMD,AMD Ryzen 5 3691,2,6,12,2.2,3.0,NVIDIA,RTX 30 70,3,8,16,NVMe,2048,1,QLED,15.6,1920x1080,90,60,90,1.1,12,1913.99
P021138,LP-ACER-NITRO-X4V-2020,Acer,Acer Nitro X4V,Nitro,Laptop,2020,Windows,Gaming,Intel,Intel i5-14244,2,8,14,2.2,3.2,Intel,Arc A380,2,0,16,NVMe,256,2,IPS,14.0,3840x2160,90,99,90,1.37,12,1499.99
P021139,LP-LENOVO-STEALTH-QLM-2023,Lenovo,Lenovo Stealth QLM,Stealth,Laptop,2023,Windows,Ultrabook,Intel,Intel i7-11483,4,12,24,2.6,3.4,NVIDIA,RTX 40 80,4,10,64,NVMe,512,1,QLED,14.0,2560x1600,120,56,90,1.57,12,2537.99
P021140,LP-GIGABYTE-LEGION-IUL-2024,Gigabyte,Gigabyte Legion IUL,Legion,Laptop,2024,macOS,Mainstream,AMD,AMD Ryzen 5 3211,3,10,20,2.4,3.3,NVIDIA,RTX 30 50,1,4,16,Hybrid,1024,2,Mini-LED,13.3,1920x1080,60,60,90,1.82,24,1734.99
P021141,LP-HP-SLIM-9ZM-2025,HP,HP Slim 9ZM,Slim,Laptop,2025,Windows,Ultrabook,AMD,AMD Ryzen 5 7168,3,8,16,2.4,3.3,NVIDIA,RTX 40 70,3,8,32,SSD,1024,1,LED,13.3,3840x2160,120,70,120,2.82,12,2410.99
P021142,LP-LENOVO-ZEN-0SD-2020,Lenovo,Lenovo Zen 0SD,Zen,Laptop,2020,Windows,2-in-1,Intel,Intel i7-10534,4,12,24,2.6,3.7,NVIDIA,RTX 30 80 Ti,5,12,64,NVMe,2048,1,LED,13.3,1920x1080,60,60,45,1.82,24,2052.99
P021143,LP-LENOVO-CREATOR-JTI-2020,Lenovo,Lenovo Creator JTI,Creator,Laptop,2020,Windows,Ultrabook,AMD,AMD Ryzen 5 7649,3,8,16,2.4,3.4,NVIDIA,RTX 40 60,2,6,16,Hybrid,1024,1,IPS,15.6,1920x1080,165,70,90,1.5,36,1569.99
P021144,LP-APPLE-AIR-4BO-2021,Apple,Apple Air 4BO,Air,Laptop,2021,Windows,Ultrabook,Apple,Apple M1 Pro,2,8,8,2.2,3.1,Apple,Apple Integrated,2,0,16,NVMe,256,2,IPS,14.0,2560x1600,60,50,65,1.57,24,1413.99
P021145,LP-LENOVO-NITRO-NZU-2020,Lenovo,Lenovo Nitro NZU,Nitro,Laptop,2020,macOS,Workstation,AMD,AMD Ryzen 5 3679,3,8,16,2.4,3.3,NVIDIA,RTX 20 80,4,10,32,NVMe,1024,1,VA,15.6,1920x1080,120,56,120,1.7,24,2246.99
P021146,LP-ASUS-ZEN-MY9-2023,ASUS,ASUS Zen MY9,Zen,Laptop,2023,Windows,Mainstream,Intel,Intel i3-10239,1,4,8,2.0,3.0,NVIDIA,RTX 30 50,1,4,8,NVMe,512,2,IPS,15.6,1920x1080,120,56,120,1.7,24,990.99
P021147,LP-LENOVO-BLADE-RE4-2023,Lenovo,Lenovo Blade RE4,Blade,Laptop,2023,ChromeOS,Mainstream,Intel,Intel i9-13833,6,24,48,3.0,4.0,NVIDIA,RTX 40 80,4,10,96,NVMe,2048,1,QLED,17.3,1920x1080,60,99,180,1.84,12,3047.99
P021148,LP-APPLE-CREATOR-QL7-2023,Apple,Apple Creator QL7,Creator,Laptop,2023,ChromeOS,Ultrabook,Apple,Apple M3 Pro,6,24,24,3.0,3.8,Apple,Apple Integrated,5,4,96,Hybrid,1024,1,LED,14.0,1920x1080,120,60,120,0.97,24,2957.99
P021149,LP-LENOVO-BLADE-RWC-2023,Lenovo,Lenovo Blade RWC,Blade,Laptop,2023,Linux,Mainstream,Intel,Intel i7-13596,5,16,32,2.8,3.8,NVIDIA,RTX 40 80 Ti,5,12,96,HDD,512,1,OLED,15.6,1920x1080,60,99,90,1.1,12,2538.99
P021150,LP-HP-CREATOR-OW3-2024,HP,HP Creator OW3,Creator,Laptop,2024,Windows,Ultrabook,Intel,Intel i7-14120,4,12,24,2.6,3.5,Intel,Arc A700,4,4,72,HDD,512,1,QLED,15.6,1920x1080,165,80,120,2.5,24,2244.99
P021151,LP-ACER-ZEN-FAC-2025,Acer,Acer Zen FAC,Zen,Laptop,2025,Windows,Gaming,Intel,Intel i5-14358,2,8,16,2.2,3.2,NVIDIA,RTX 40 60,2,6,16,HDD,512,1,IPS,16.0,1920x1080,60,70,90,1.33,48,1328.99
P021152,LP-ACER-LEGION-83J-2020,Acer,Acer Legion 83J,Legion,Laptop,2020,Windows,Ultrabook,AMD,AMD Ryzen 3 5909,1,4,8,2.0,3.0,NVIDIA,RTX 40 50,1,4,8,SSD,512,1,QLED,15.6,2560x1600,60,60,90,1.7,36,1343.99
P021153,LP-DELL-STEALTH-CRQ-2024,Dell,Dell Stealth CRQ,Stealth,Laptop,2024,Windows,Mainstream,AMD,AMD Ryzen 5 6412,2,6,12,2.2,3.3,AMD,RX 6000 60,2,6,16,NVMe,512,1,LED,14.0,2560x1600,120,56,240,1.87,24,1616.99
P021154,LP-SAMSUNG-SLIM-326-2024,Samsung,Samsung Slim 326,Slim,Laptop,2024,Windows,Mainstream,Intel,Intel i5-10659,3,8,16,2.4,3.2,NVIDIA,RTX 20 60,2,6,16,Hybrid,1024,1,IPS,15.6,2560x1600,60,90,65,1.1,24,1658.99
P021155,LP-LENOVO-LEGION-S4S-2020,Lenovo,Lenovo Legion S4S,Legion,Laptop,2020,Windows,Ultrabook,Intel,Intel i7-12737,4,12,24,2.6,3.6,NVIDIA,RTX 30 70,3,8,32,NVMe,512,2,LED,14.0,1920x1080,60,70,65,1.17,24,1744.99
P021156,LP-APPLE-SLIM-9N2-2022,Apple,Apple Slim 9N2,Slim,Laptop,2022,Windows,Gaming,Apple,Apple M1 Max,4,12,12,2.6,3.4,Apple,Apple Integrated,3,0,40,Hybrid,2048,1,LED,16.0,2560x1600,120,60,90,1.33,36,2022.99
P021157,LP-MSI-AIR-2EP-2024,MSI,MSI Air 2EP,Air,Laptop,2024,Windows,Mainstream,Intel,Intel i5-13824,2,6,12,2.2,3.1,Intel,Arc A310,1,0,8,HDD,2048,1,LED,13.3,1920x1080,60,56,180,2.82,36,995.99
P021158,LP-MSI-CREATOR-QKO-2023,MSI,MSI Creator QKO,Creator,Laptop,2023,Linux,Mainstream,Intel,Intel i3-12588,1,4,8,2.0,2.9,NVIDIA,RTX 30 50,1,4,8,Hybrid,512,1,LED,14.0,1920x1080,90,80,90,1.37,24,902.99
P021159,LP-HP-AIR-HD6-2018,HP,HP Air HD6,Air,Laptop,2018,Windows,Mainstream,Intel,Intel i5-10637,3,8,16,2.4,3.2,NVIDIA,RTX 40 70,3,8,40,NVMe,1024,1,OLED,15.6,1920x1080,90,80,90,2.0,36,1982.99
P021160,LP-APPLE-NITRO-59N-2023,Apple,Apple Nitro 59N,Nitro,Laptop,2023,Windows,Ultrabook,Apple,Apple M2 Pro,4,14,14,2.6,3.7,Apple,Apple Integrated,5,2,64,NVMe,2048,1,OLED,14.0,2560x1600,60,80,120,1.17,12,3364.99
P021161,LP-HP-BLADE-2KT-2025,HP,HP Blade 2KT,Blade,Laptop,2025,Windows,Gaming,Intel,Intel i7-13495,5,16,32,2.8,3.8,NVIDIA,RTX 40 80 Ti,5,12,96,Hybrid,512,1,LED,15.6,1920x1080,90,80,65,1.7,12,2459.99
P021162,LP-ASUS-STEALTH-4O6-2019,ASUS,ASUS Stealth 4O6,Stealth,Laptop,2019,ChromeOS,Workstation,Intel,Intel i9-10143,6,24,48,3.0,3.9,AMD,RX 6000 80 XT,5,12,96,Hybrid,512,1,LED,14.0,1920x1080,120,90,120,1.87,12,2777.99
P021163,LP-SAMSUNG-STEALTH-I78-2025,Samsung,Samsung Stealth I78,Stealth,Laptop,2025,Linux,Mainstream,AMD,AMD Ryzen 5 7543,3,8,16,2.4,3.3,NVIDIA,RTX 30 60,2,6,16,NVMe,1024,1,Mini-LED,15.6,1920x1080,60,56,90,1.3,24,1451.99
P021164,LP-RAZER-STEALTH-38M-2025,Razer,Razer Stealth 38M,Stealth,Laptop,2025,Windows,Mainstream,AMD,AMD Ryzen 5 5340,3,8,16,2.4,3.3,Intel,Arc A580,3,0,32,Hybrid,2048,1,Mini-LED,15.6,1920x1080,144,90,120,1.5,36,2437.99
P021165,LP-DELL-LEGION-SSM-2024,Dell,Dell Legion SSM,Legion,Laptop,2024,macOS,Gaming,Intel,Intel i5-12296,2,6,12,2.2,3.3,AMD,RX 6000 50,1,4,8,HDD,256,1,IPS,13.3,1920x1080,120,50,45,1.52,36,1379.99
P021166,LP-APPLE-SLIM-NKI-2023,Apple,Apple Slim NKI,Slim,Laptop,2023,macOS,Gaming,Apple,Apple M2 Pro,1,6,6,2.0,2.9,Apple,Apple Integrated,1,0,8,NVMe,256,1,LED,14.0,2560x1600,90,80,120,1.57,12,1684.99
P021167,LP-ACER-LEGION-0Z0-2023,Acer,Acer Legion 0Z0,Legion,Laptop,2023,Windows,2-in-1,AMD,AMD Ryzen 9 5334,6,26,52,3.0,3.9,NVIDIA,RTX 30 90,6,16,128,NVMe,256,1,VA,15.6,1920x1080,60,80,180,3.0,24,2355.99
P021168,LP-ASUS-ZEN-HPJ-2022,ASUS,ASUS Zen HPJ,Zen,Laptop,2022,Windows,Workstation,Intel,Intel i5-10590,3,10,20,2.4,3.2,Intel,Arc A580,3,0,32,NVMe,2048,1,Mini-LED,14.0,3840x2160,144,90,65,2.87,12,2190.99
P021169,LP-SAMSUNG-ZEN-DBC-2022,Samsung,Samsung Zen DBC,Zen,Laptop,2022,Windows,2-in-1,Intel,Intel i5-13152,3,8,14,2.4,3.2,NVIDIA,RTX 30 80,4,10,32,NVMe,256,1,QLED,15.6,1920x1080,165,70,65,1.3,12,2299.99
P021170,LP-GIGABYTE-THINK-C9C-2023,Gigabyte,Gigabyte Think C9C,Think,Laptop,2023,ChromeOS,2-in-1,AMD,AMD Ryzen 5 4705,3,8,16,2.4,3.3,AMD,RX 6000 60,2,6,24,NVMe,256,1,Mini-LED,13.3,1920x1080,60,60,240,1.32,12,1393.99
P021171,LP-RAZER-BLADE-X1X-2023,Razer,Razer Blade X1X,Blade,Laptop,2023,Windows,Gaming,Intel,Intel i5-12798,2,6,10,2.2,3.2,NVIDIA,RTX 40 60,2,6,16,Hybrid,2048,1,OLED,15.6,1920x1080,120,80,180,1.3,48,1877.99
P021172,LP-ASUS-THINK-QSY-2020,ASUS,ASUS Think QSY,Think,Laptop,2020,Windows,Mainstream,AMD,AMD Ryzen 7 4996,4,14,28,2.6,3.6,AMD,RX 7000 80 XT,5,12,64,NVMe,256,1,IPS,17.3,1920x1080,144,56,240,2.14,24,2126.99
P021173,LP-ASUS-PRO-S14-2025,ASUS,ASUS Pro S14,Pro,Laptop,2025,Windows,Mainstream,Intel,Intel i5-13190,3,10,20,2.4,3.5,NVIDIA,RTX 40 80,4,10,32,SSD,2048,1,OLED,13.3,2560x1600,60,56,120,1.12,36,2479.99
P021174,LP-APPLE-ZEN-KFX-2019,Apple,Apple Zen KFX,Zen,Laptop,2019,Windows,Workstation,Apple,Apple M1 Pro,5,18,18,2.8,3.7,Apple,Apple Integrated,6,4,96,Hybrid,256,1,OLED,15.6,1920x1080,60,50,180,1.5,24,2995.99
P021175,LP-LENOVO-SLIM-E4O-2021,Lenovo,Lenovo Slim E4O,Slim,Laptop,2021,Windows,Mainstream,Intel,Intel i5-11357,3,8,16,2.4,3.3,NVIDIA,RTX 40 50,1,4,16,NVMe,1024,1,Mini-LED,17.3,1920x1080,120,56,65,1.64,24,1668.99
P021176,LP-HP-STEALTH-RSH-2023,HP,HP Stealth RSH,Stealth,Laptop,2023,Windows,Mainstream,Intel,Intel i5-12360,2,6,12,2.2,3.0,NVIDIA,RTX 20 50,1,4,8,NVMe,1024,1,Mini-LED,17.3,2560x1600,60,70,120,1.64,12,1929.99
P021177,LP-LENOVO-PRO-QRE-2024,Lenovo,Lenovo Pro QRE,Pro,Laptop,2024,Windows,Ultrabook,Intel,Intel i5-13237,3,10,20,2.4,3.3,Apple,Apple Integrated,3,0,32,HDD,512,2,OLED,16.0,3840x2160,60,60,65,1.53,24,2138.99
P021178,LP-MSI-LEGION-YVJ-2023,MSI,MSI Legion YVJ,Legion,Laptop,2023,Windows,Ultrabook,AMD,AMD Ryzen 5 7634,3,8,16,2.4,3.4,NVIDIA,RTX 40 70,3,8,32,NVMe,1024,1,IPS,13.3,2560x1600,60,70,120,1.82,12,2182.99
P021179,LP-HP-CREATOR-LXV-2023,HP,HP Creator LXV,Creator,Laptop,2023,Windows,Mainstream,AMD,AMD Ryzen 7 3973,4,14,28,2.6,3.5,NVIDIA,RTX 40 80,4,10,64,HDD,512,1,VA,13.3,1920x1080,120,80,240,1.52,24,1836.99
P021180,LP-DELL-BLADE-ZK4-2022,Dell,Dell Blade ZK4,Blade,Laptop,2022,macOS,Mainstream,Intel,Intel i5-10156,3,8,16,2.4,3.3,NVIDIA,RTX 40 70,3,8,32,NVMe,256,1,LED,14.0,2880x1800,144,60,65,1.17,36,2109.99
P021181,LP-ASUS-SLIM-N2J-2025,ASUS,ASUS Slim N2J,Slim,Laptop,2025,Windows,Ultrabook,Intel,Intel i7-10983,5,16,32,2.8,3.8,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,512,1,Mini-LED,14.0,2560x1600,60,60,240,1.57,24,2319.99
P021182,LP-SAMSUNG-STEALTH-69B-2018,Samsung,Samsung Stealth 69B,Stealth,Laptop,2018,Windows,Gaming,Intel,Intel i7-13491,4,12,24,2.6,3.5,NVIDIA,RTX 40 80,4,10,64,NVMe,1024,1,Mini-LED,14.0,2560x1600,60,90,45,1.37,12,2280.99
P021183,LP-DELL-BLADE-9AN-2022,Dell,Dell Blade 9AN,Blade,Laptop,2022,Windows,Ultrabook,AMD,AMD Ryzen 7 7115,5,16,32,2.8,3.9,NVIDIA,RTX 40 80 Ti,5,12,96,Hybrid,2048,1,QLED,16.0,1920x1080,60,80,90,2.03,12,2416.99
P021184,LP-MSI-NITRO-N8N-2020,MSI,MSI Nitro N8N,Nitro,Laptop,2020,macOS,Ultrabook,AMD,AMD Ryzen 5 3691,2,8,16,2.2,3.1,Apple,Apple Integrated,1,4,16,SSD,2048,2,IPS,15.6,2560x1600,60,99,90,1.7,24,1585.99
P021185,LP-MSI-SLIM-9M1-2022,MSI,MSI Slim 9M1,Slim,Laptop,2022,Windows,2-in-1,Intel,Intel i7-10579,5,16,32,2.8,3.6,NVIDIA,RTX 30 80 Ti,5,12,96,SSD,256,1,QLED,16.0,1920x1080,120,70,120,1.53,12,2436.99
P021186,LP-ACER-AIR-HQ7-2021,Acer,Acer Air HQ7,Air,Laptop,2021,macOS,Gaming,AMD,AMD Ryzen 5 5978,2,6,12,2.2,3.1,AMD,RX 6000 50,1,4,8,HDD,1024,1,QLED,16.0,3840x2160,120,80,65,1.13,36,1778.99
P021187,LP-DELL-THINK-MYR-2022,Dell,Dell Think MYR,Think,Laptop,2022,macOS,Gaming,Intel,Intel i7-11582,4,12,24,2.6,3.6,Intel,Arc A700,4,0,64,NVMe,512,1,OLED,15.6,1920x1080,144,70,120,1.5,24,2835.99
P021188,LP-ACER-THINK-Q81-2023,Acer,Acer Think Q81,Think,Laptop,2023,macOS,Gaming,AMD,AMD Ryzen 5 6739,3,8,16,2.4,3.2,Intel,Arc A380,2,0,16,NVMe,256,1,Mini-LED,15.6,2560x1600,144,80,240,1.5,24,1980.99
P021189,LP-SAMSUNG-ZEN-3I5-2023,Samsung,Samsung Zen 3I5,Zen,Laptop,2023,Windows,Mainstream,AMD,AMD Ryzen 7 4144,5,16,32,2.8,3.6,NVIDIA,RTX 40 70,3,8,64,NVMe,4096,1,IPS,15.6,1920x1080,120,56,65,1.7,12,2379.99
P021190,LP-HP-PRO-FSO-2022,HP,HP Pro FSO,Pro,Laptop,2022,Windows,Mainstream,AMD,AMD Ryzen 7 3277,5,18,36,2.8,3.8,Intel,Arc A770,5,2,104,SSD,1024,1,OLED,13.3,1920x1080,120,60,90,0.92,24,2726.99
P021191,LP-ASUS-CREATOR-9CV-2024,ASUS,ASUS Creator 9CV,Creator,Laptop,2024,Linux,Ultrabook,AMD,AMD Ryzen 3 3286,1,4,6,2.0,3.0,NVIDIA,RTX 20 50,1,4,8,NVMe,512,1,QLED,15.6,1920x1080,60,80,120,1.5,12,1200.99
P021192,LP-MSI-SLIM-O4W-2020,MSI,MSI Slim O4W,Slim,Laptop,2020,ChromeOS,Gaming,AMD,AMD Ryzen 7 3349,4,12,24,2.6,3.5,AMD,RX 6000 80,4,10,64,SSD,512,1,LED,15.6,1920x1080,60,99,120,1.7,24,1860.99
P021193,LP-DELL-AIR-498-2023,Dell,Dell Air 498,Air,Laptop,2023,macOS,Workstation,Intel,Intel i5-14446,2,6,12,2.2,3.2,AMD,RX 6000 60,2,6,16,NVMe,512,2,OLED,16.0,2560x1600,90,80,240,1.33,36,2078.99
P021194,LP-DELL-BLADE-QFL-2024,Dell,Dell Blade QFL,Blade,Laptop,2024,Windows,Workstation,AMD,AMD Ryzen 5 3258,2,8,16,2.2,3.0,NVIDIA,RTX 30 50,1,4,8,NVMe,512,1,LED,14.0,1920x1080,90,80,120,0.97,24,1348.99
P021195,LP-HP-LEGION-DAN-2023,HP,HP Legion DAN,Legion,Laptop,2023,Windows,2-in-1,AMD,AMD Ryzen 5 4697,2,8,16,2.2,3.1,AMD,RX 6000 50,1,4,8,HDD,512,1,LED,15.6,2560x1600,90,60,90,1.1,24,1144.99
P021196,LP-DELL-BLADE-WHE-2024,Dell,Dell Blade WHE,Blade,Laptop,2024,Windows,Gaming,AMD,AMD Ryzen 5 6526,3,8,16,2.4,3.4,NVIDIA,RTX 30 60,2,6,24,NVMe,2048,1,IPS,15.6,1920x1080,90,56,120,1.7,24,2002.99
P021197,LP-MSI-AIR-KJV-2022,MSI,MSI Air KJV,Air,Laptop,2022,Windows,2-in-1,Intel,Intel i3-11680,1,6,12,2.0,2.9,NVIDIA,RTX 30 50,1,4,8,Hybrid,2048,2,LED,13.3,3840x2160,60,90,45,1.12,24,1458.99
