repair_id,product_id,sku,component_id,component_type,failure_date,date_key,failure_year,failure_month,failure_quarter,failure_type,failure_description,repair_status,warranty_claim,warranty_status,release_year,product_age_years,warranty_months,repair_cost,replacement_cost,bom_replacement_cost,cost_difference,repair_vs_replacement_ratio,downtime_days,component_cost,repairability_score,recyclability_score,estimated_resale_value,brand,model,product_family,msrp,component_type_bom
R0013965,P023609,LP-ACER-SLIM-PNB-2021,MB-ACER-SLIM-PNB-2021,Motherboard,2021-07-02,20210702,2021,7,Q3,Boot failure,Boot failure reported for motherboard.,Component Replaced,True,Under Warranty,2021,0,24,445.67,445.67,445.67,0.0,1.0,10,402.27,4,7,85.85,Acer,Acer Slim PNB,Slim,1854.99,Motherboard
R0013966,P023611,LP-GIGABYTE-BLADE-LXB-2020,BAT-GIGABYTE-BLADE-LXB-2020,Battery,2025-03-08,20250308,2025,3,Q1,Battery swelling,Battery swelling reported for battery.,Repaired,False,Out of Warranty,2020,5,36,73.7,191.64,191.64,117.93999999999998,0.3845752452515133,3,155.59,8,5,59.18,Gigabyte,Gigabyte Blade LXB,Blade,2038.99,Battery
R0013967,P023615,LP-HP-THINK-83X-2025,MB-HP-THINK-83X-2025,Motherboard,2026-07-04,20260704,2026,7,Q3,System instability,System instability reported for motherboard.,Repaired,False,Out of Warranty,2025,1,12,316.22,630.39,630.39,314.16999999999996,0.5016259775694412,10,584.17,4,7,257.21,HP,HP Think 83X,Think,2551.99,Motherboard
R0013968,P023615,LP-HP-THINK-83X-2025,RAM-HP-THINK-83X-2025,RAM,2026-04-12,20260412,2026,4,Q2,System crashes,System crashes reported for ram.,Component Replaced,False,Out of Warranty,2025,1,12,174.35,174.35,174.35,0.0,1.0,2,161.39,9,8,99.36,HP,HP Think 83X,Think,2551.99,RAM
R0013969,P023616,LP-APPLE-STEALTH-RBK-2025,BAT-APPLE-STEALTH-RBK-2025,Battery,2025-04-07,20250407,2025,4,Q2,Battery not charging,Battery not charging reported for battery.,Component Replaced,True,Under Warranty,2025,0,12,165.21,165.21,165.21,0.0,1.0,3,136.91,8,5,62.91,Apple,Apple Stealth RBK,Stealth,1804.99,Battery
R0013970,P023617,LP-SAMSUNG-AIR-1T4-2021,MB-SAMSUNG-AIR-1T4-2021,Motherboard,2022-06-18,20220618,2022,6,Q2,System instability,System instability reported for motherboard.,End of Life,True,Under Warranty,2021,1,24,28.98,285.04,285.04,256.06,0.10166994106090373,8,243.68,4,7,78.11,Samsung,Samsung Air 1T4,Air,1049.99,Motherboard
R0013971,P023619,LP-ACER-AIR-0LK-2021,BAT-ACER-AIR-0LK-2021,Battery,2024-12-05,20241205,2024,12,Q4,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,False,Out of Warranty,2021,3,12,200.52,200.52,200.52,0.0,1.0,2,168.12,8,5,47.65,Acer,Acer Air 0LK,Air,2190.99,Battery
R0013972,P023620,LP-ACER-THINK-NCG-2019,DSP-ACER-THINK-NCG-2019,Display,2025-02-20,20250220,2025,2,Q1,Screen flickering,Screen flickering reported for display.,Repaired,False,Out of Warranty,2019,6,36,216.88,372.15,372.15,155.26999999999998,0.5827757624613731,7,315.76,6,6,203.18,Acer,Acer Think NCG,Think,1888.99,Display
R0013973,P023622,LP-ACER-CREATOR-AJ1-2025,SSD-ACER-CREATOR-AJ1-2025,SSD,2026-07-07,20260707,2026,7,Q3,Storage failure,Storage failure reported for ssd.,Component Replaced,True,Under Warranty,2025,1,48,117.95,117.95,117.95,0.0,1.0,7,102.78,8,7,65.45,Acer,Acer Creator AJ1,Creator,1213.99,SSD
R0013974,P023623,LP-ACER-BLADE-UCA-2021,DSP-ACER-BLADE-UCA-2021,Display,2026-03-30,20260330,2026,3,Q1,Backlight failure,Backlight failure reported for display.,Component Replaced,False,Out of Warranty,2021,5,12,171.68,171.68,171.68,0.0,1.0,5,141.99,6,6,49.26,Acer,Acer Blade UCA,Blade,762.99,Display
R0013975,P023624,LP-ASUS-BLADE-87X-2025,DSP-ASUS-BLADE-87X-2025,Display,2025-08-25,20250825,2025,8,Q3,Display failure,Display failure reported for display.,Repaired,True,Under Warranty,2025,0,12,124.25,376.23,376.23,251.98000000000002,0.33025011296281526,6,340.07,6,6,132.98,ASUS,ASUS Blade 87X,Blade,1881.99,Display
R0013976,P023627,LP-HP-STEALTH-T37-2023,RAM-HP-STEALTH-T37-2023,RAM,2025-01-18,20250118,2025,1,Q1,System crashes,System crashes reported for ram.,Component Replaced,True,Under Warranty,2023,2,36,170.37,170.37,170.37,0.0,1.0,1,161.53,9,8,84.84,HP,HP Stealth T37,Stealth,2321.99,RAM
R0013977,P023627,LP-HP-STEALTH-T37-2023,SSD-HP-STEALTH-T37-2023,SSD,2025-04-14,20250414,2025,4,Q2,Drive not detected,Drive not detected reported for ssd.,Component Replaced,True,Under Warranty,2023,2,36,227.19,227.19,227.19,0.0,1.0,7,206.29,8,7,53.56,HP,HP Stealth T37,Stealth,2321.99,SSD
R0013978,P023628,LP-LENOVO-THINK-F0T-2022,BAT-LENOVO-THINK-F0T-2022,Battery,2022-09-10,20220910,2022,9,Q3,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,True,Under Warranty,2022,0,12,205.94,205.94,205.94,0.0,1.0,1,182.05,8,5,59.45,Lenovo,Lenovo Think F0T,Think,2146.99,Battery
R0013979,P023629,LP-SAMSUNG-ZEN-D94-2025,MB-SAMSUNG-ZEN-D94-2025,Motherboard,2026-08-23,20260823,2026,8,Q3,Power failure,Power failure reported for motherboard.,Component Replaced,True,Under Warranty,2025,1,48,425.56,425.56,425.56,0.0,1.0,9,394.58,4,7,210.05,Samsung,Samsung Zen D94,Zen,1790.99,Motherboard
R0013980,P023631,LP-APPLE-AIR-GB6-2021,BAT-APPLE-AIR-GB6-2021,Battery,2022-03-25,20220325,2022,3,Q1,Battery swelling,Battery swelling reported for battery.,Repaired,True,Under Warranty,2021,1,24,125.76,250.94,250.94,125.17999999999999,0.5011556547381845,1,206.09,8,5,48.35,Apple,Apple Air GB6,Air,2381.99,Battery
R0013981,P023632,LP-APPLE-BLADE-05M-2022,MB-APPLE-BLADE-05M-2022,Motherboard,2023-02-02,20230202,2023,2,Q1,Power failure,Power failure reported for motherboard.,Component Replaced,True,Under Warranty,2022,1,24,561.29,561.29,561.29,0.0,1.0,14,469.3,4,7,249.06,Apple,Apple Blade 05M,Blade,2001.99,Motherboard
R0013982,P023632,LP-APPLE-BLADE-05M-2022,KBD-APPLE-BLADE-05M-2022,Keyboard,2022-06-03,20220603,2022,6,Q2,Key failure,Key failure reported for keyboard.,Repaired,True,Under Warranty,2022,0,24,25.29,94.01,94.01,68.72,0.26901393468779916,4,87.06,7,6,23.89,Apple,Apple Blade 05M,Blade,2001.99,Keyboard
R0013983,P023633,LP-ASUS-SLIM-LZ4-2022,BAT-ASUS-SLIM-LZ4-2022,Battery,2025-01-02,20250102,2025,1,Q1,Battery swelling,Battery swelling reported for battery.,Repaired,False,Out of Warranty,2022,3,24,74.32,136.54,136.54,62.22,0.5443093598945363,3,129.89,8,5,67.06,ASUS,ASUS Slim LZ4,Slim,1520.99,Battery
R0013984,P023633,LP-ASUS-SLIM-LZ4-2022,KBD-ASUS-SLIM-LZ4-2022,Keyboard,2022-01-10,20220110,2022,1,Q1,Liquid damage,Liquid damage reported for keyboard.,End of Life,True,Under Warranty,2022,0,24,10.5,71.33,71.33,60.83,0.14720314033366044,2,60.46,7,6,30.67,ASUS,ASUS Slim LZ4,Slim,1520.99,Keyboard
R0013985,P023634,LP-DELL-CREATOR-ACX-2018,BAT-DELL-CREATOR-ACX-2018,Battery,2025-03-04,20250304,2025,3,Q1,Battery degradation,Battery degradation reported for battery.,Component Replaced,False,Out of Warranty,2018,7,48,179.57,179.57,179.57,0.0,1.0,3,144.15,8,5,47.66,Dell,Dell Creator ACX,Creator,1757.99,Battery
R0013986,P023635,LP-APPLE-THINK-389-2019,MB-APPLE-THINK-389-2019,Motherboard,2025-04-23,20250423,2025,4,Q2,Power failure,Power failure reported for motherboard.,Component Replaced,False,Out of Warranty,2019,6,24,363.43,363.43,363.43,0.0,1.0,14,305.35,4,7,86.16,Apple,Apple Think 389,Think,1323.99,Motherboard
R0013987,P023639,LP-MSI-CREATOR-BAE-2023,DSP-MSI-CREATOR-BAE-2023,Display,2024-08-15,20240815,2024,8,Q3,Screen flickering,Screen flickering reported for display.,Component Replaced,True,Under Warranty,2023,1,24,561.29,561.29,561.29,0.0,1.0,4,456.58,6,6,278.47,MSI,MSI Creator BAE,Creator,2607.99,Display
R0013988,P023639,LP-MSI-CREATOR-BAE-2023,KBD-MSI-CREATOR-BAE-2023,Keyboard,2023-11-15,20231115,2023,11,Q4,Key failure,Key failure reported for keyboard.,Repaired,True,Under Warranty,2023,0,24,33.47,114.39,114.39,80.92,0.29259550660022726,3,103.92,7,6,64.71,MSI,MSI Creator BAE,Creator,2607.99,Keyboard
R0013989,P023642,LP-ACER-ZEN-TS8-2025,DSP-ACER-ZEN-TS8-2025,Display,2026-02-19,20260219,2026,2,Q1,Screen flickering,Screen flickering reported for display.,Component Replaced,True,Under Warranty,2025,1,24,278.25,278.25,278.25,0.0,1.0,3,262.06,6,6,109.25,Acer,Acer Zen TS8,Zen,1523.99,Display
R0013990,P023642,LP-ACER-ZEN-TS8-2025,BAT-ACER-ZEN-TS8-2025,Battery,2025-02-04,20250204,2025,2,Q1,Rapid battery drain,Rapid battery drain reported for battery.,End of Life,True,Under Warranty,2025,0,24,9.6,131.82,131.82,122.22,0.07282658170232136,4,118.91,8,5,71.68,Acer,Acer Zen TS8,Zen,1523.99,Battery
R0013991,P023643,LP-DELL-THINK-QF0-2025,BAT-DELL-THINK-QF0-2025,Battery,2025-01-24,20250124,2025,1,Q1,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,True,Under Warranty,2025,0,12,200.22,200.22,200.22,0.0,1.0,4,161.76,8,5,96.62,Dell,Dell Think QF0,Think,2012.99,Battery
R0013992,P023644,LP-APPLE-NITRO-PZB-2025,BAT-APPLE-NITRO-PZB-2025,Battery,2025-08-15,20250815,2025,8,Q3,Battery not charging,Battery not charging reported for battery.,Component Replaced,True,Under Warranty,2025,0,12,297.42,297.42,297.42,0.0,1.0,2,240.57,8,5,78.82,Apple,Apple Nitro PZB,Nitro,3071.99,Battery
R0013993,P023645,LP-SAMSUNG-LEGION-RKM-2025,SSD-SAMSUNG-LEGION-RKM-2025,SSD,2025-11-23,20251123,2025,11,Q4,Drive not detected,Drive not detected reported for ssd.,Component Replaced,True,Under Warranty,2025,0,12,206.72,206.72,206.72,0.0,1.0,4,181.46,8,7,74.21,Samsung,Samsung Legion RKM,Legion,2058.99,SSD
R0013994,P023647,LP-MSI-SLIM-MOX-2022,BAT-MSI-SLIM-MOX-2022,Battery,2022-12-26,20221226,2022,12,Q4,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,True,Under Warranty,2022,0,12,70.15,188.91,188.91,118.75999999999999,0.37134085014027846,1,172.48,8,5,62.02,MSI,MSI Slim MOX,Slim,2083.99,Battery
R0013995,P023654,LP-DELL-SLIM-YRB-2023,MB-DELL-SLIM-YRB-2023,Motherboard,2026-08-18,20260818,2026,8,Q3,Boot failure,Boot failure reported for motherboard.,Repaired,False,Out of Warranty,2023,3,36,244.78,454.81,454.81,210.03,0.5382027659901937,8,410.83,4,7,226.65,Dell,Dell Slim YRB,Slim,2021.99,Motherboard
R0013996,P023656,LP-LENOVO-PRO-EY3-2020,BAT-LENOVO-PRO-EY3-2020,Battery,2023-10-19,20231019,2023,10,Q4,Battery degradation,Battery degradation reported for battery.,Component Replaced,False,Out of Warranty,2020,3,24,108.01,108.01,108.01,0.0,1.0,2,96.43,8,5,30.3,Lenovo,Lenovo Pro EY3,Pro,1290.99,Battery
R0013997,P023657,LP-APPLE-PRO-IAF-2022,MB-APPLE-PRO-IAF-2022,Motherboard,2025-09-11,20250911,2025,9,Q3,Boot failure,Boot failure reported for motherboard.,Component Replaced,True,Under Warranty,2022,3,48,913.68,913.68,913.68,0.0,1.0,5,759.33,4,7,439.33,Apple,Apple Pro IAF,Pro,3177.99,Motherboard
R0013998,P023657,LP-APPLE-PRO-IAF-2022,BAT-APPLE-PRO-IAF-2022,Battery,2026-05-01,20260501,2026,5,Q2,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,False,Out of Warranty,2022,4,48,322.08,322.08,322.08,0.0,1.0,4,262.11,8,5,140.74,Apple,Apple Pro IAF,Pro,3177.99,Battery
R0013999,P023658,LP-DELL-CREATOR-R4T-2019,MB-DELL-CREATOR-R4T-2019,Motherboard,2025-02-15,20250215,2025,2,Q1,Power failure,Power failure reported for motherboard.,Component Replaced,False,Out of Warranty,2019,6,24,261.81,261.81,261.81,0.0,1.0,6,236.18,4,7,136.34,Dell,Dell Creator R4T,Creator,1068.99,Motherboard
R0014000,P023658,LP-DELL-CREATOR-R4T-2019,BAT-DELL-CREATOR-R4T-2019,Battery,2023-09-17,20230917,2023,9,Q3,Rapid battery drain,Rapid battery drain reported for battery.,End of Life,False,Out of Warranty,2019,4,24,17.92,99.65,99.65,81.73,0.17982940291018565,2,83.4,8,5,26.69,Dell,Dell Creator R4T,Creator,1068.99,Battery
R0014001,P023659,LP-LENOVO-LEGION-GJ5-2022,MB-LENOVO-LEGION-GJ5-2022,Motherboard,2023-06-14,20230614,2023,6,Q2,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,True,Under Warranty,2022,1,24,513.21,513.21,513.21,0.0,1.0,8,412.81,4,7,268.01,Lenovo,Lenovo Legion GJ5,Legion,1947.99,Motherboard
R0014002,P023660,LP-DELL-THINK-SJP-2019,DSP-DELL-THINK-SJP-2019,Display,2020-07-10,20200710,2020,7,Q3,Screen flickering,Screen flickering reported for display.,End of Life,True,Under Warranty,2019,1,24,71.76,363.57,363.57,291.81,0.19737602112385513,9,339.61,6,6,217.74,Dell,Dell Think SJP,Think,1967.99,Display
R0014003,P023661,LP-APPLE-BLADE-SZK-2022,MB-APPLE-BLADE-SZK-2022,Motherboard,2024-09-15,20240915,2024,9,Q3,System instability,System instability reported for motherboard.,Repaired,False,Out of Warranty,2022,2,12,344.33,580.4,580.4,236.07,0.593263266712612,14,485.97,4,7,215.46,Apple,Apple Blade SZK,Blade,2394.99,Motherboard
R0014004,P023664,LP-MSI-BLADE-BTB-2025,BAT-MSI-BLADE-BTB-2025,Battery,2026-01-27,20260127,2026,1,Q1,Battery swelling,Battery swelling reported for battery.,End of Life,False,Out of Warranty,2025,1,12,17.56,111.25,111.25,93.69,0.15784269662921346,4,105.39,8,5,23.14,MSI,MSI Blade BTB,Blade,1287.99,Battery
R0014005,P023667,LP-HP-SLIM-2GP-2021,BAT-HP-SLIM-2GP-2021,Battery,2021-04-03,20210403,2021,4,Q2,Battery swelling,Battery swelling reported for battery.,Component Replaced,True,Under Warranty,2021,0,24,262.8,262.8,262.8,0.0,1.0,4,213.41,8,5,97.43,HP,HP Slim 2GP,Slim,2643.99,Battery
R0014006,P023667,LP-HP-SLIM-2GP-2021,KBD-HP-SLIM-2GP-2021,Keyboard,2026-08-23,20260823,2026,8,Q3,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,False,Out of Warranty,2021,5,24,115.01,115.01,115.01,0.0,1.0,5,99.68,7,6,50.01,HP,HP Slim 2GP,Slim,2643.99,Keyboard
R0014007,P023669,LP-ASUS-CREATOR-EJK-2025,DSP-ASUS-CREATOR-EJK-2025,Display,2026-04-06,20260406,2026,4,Q2,Dead pixels,Dead pixels reported for display.,Component Replaced,True,Under Warranty,2025,1,24,404.18,404.18,404.18,0.0,1.0,8,337.38,6,6,179.39,ASUS,ASUS Creator EJK,Creator,1732.99,Display
R0014008,P023669,LP-ASUS-CREATOR-EJK-2025,BAT-ASUS-CREATOR-EJK-2025,Battery,2025-05-12,20250512,2025,5,Q2,Battery degradation,Battery degradation reported for battery.,Repaired,True,Under Warranty,2025,0,24,75.66,170.97,170.97,95.31,0.44253377785576414,3,137.58,8,5,73.12,ASUS,ASUS Creator EJK,Creator,1732.99,Battery
R0014009,P023671,LP-MSI-PRO-S1D-2024,SSD-MSI-PRO-S1D-2024,SSD,2025-10-29,20251029,2025,10,Q4,Drive not detected,Drive not detected reported for ssd.,End of Life,False,Out of Warranty,2024,1,12,19.04,128.92,128.92,109.88,0.1476884889854173,6,118.92,8,7,56.62,MSI,MSI Pro S1D,Pro,1350.99,SSD
R0014010,P023672,LP-DELL-BLADE-N8Q-2021,BAT-DELL-BLADE-N8Q-2021,Battery,2026-04-05,20260405,2026,4,Q2,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,False,Out of Warranty,2021,5,12,235.68,235.68,235.68,0.0,1.0,2,192.39,8,5,48.67,Dell,Dell Blade N8Q,Blade,2333.99,Battery
R0014011,P023673,LP-ASUS-SLIM-5LD-2019,DSP-ASUS-SLIM-5LD-2019,Display,2021-07-13,20210713,2021,7,Q3,Dead pixels,Dead pixels reported for display.,End of Life,False,Out of Warranty,2019,2,12,74.42,605.17,605.17,530.75,0.12297370986664906,6,500.78,6,6,267.89,ASUS,ASUS Slim 5LD,Slim,2627.99,Display
R0014012,P023674,LP-LENOVO-BLADE-J8Y-2019,MB-LENOVO-BLADE-J8Y-2019,Motherboard,2026-01-03,20260103,2026,1,Q1,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,False,Out of Warranty,2019,7,36,493.88,493.88,493.88,0.0,1.0,11,413.08,4,7,96.16,Lenovo,Lenovo Blade J8Y,Blade,2067.99,Motherboard
R0014013,P023674,LP-LENOVO-BLADE-J8Y-2019,DSP-LENOVO-BLADE-J8Y-2019,Display,2021-06-07,20210607,2021,6,Q2,Backlight failure,Backlight failure reported for display.,Component Replaced,True,Under Warranty,2019,2,36,423.09,423.09,423.09,0.0,1.0,4,351.57,6,6,87.3,Lenovo,Lenovo Blade J8Y,Blade,2067.99,Display
R0014014,P023676,LP-APPLE-AIR-GFP-2022,MB-APPLE-AIR-GFP-2022,Motherboard,2022-05-03,20220503,2022,5,Q2,System instability,System instability reported for motherboard.,End of Life,True,Under Warranty,2022,0,24,147.57,762.63,762.63,615.06,0.19350143582077808,12,724.26,4,7,377.36,Apple,Apple Air GFP,Air,3524.99,Motherboard
R0014015,P023677,LP-RAZER-CREATOR-GAQ-2024,BAT-RAZER-CREATOR-GAQ-2024,Battery,2025-07-10,20250710,2025,7,Q3,Battery degradation,Battery degradation reported for battery.,Repaired,True,Under Warranty,2024,1,24,127.04,215.84,215.84,88.8,0.5885841363973314,2,193.03,8,5,72.7,Razer,Razer Creator GAQ,Creator,2601.99,Battery
R0014016,P023678,LP-LENOVO-PRO-3OJ-2021,MB-LENOVO-PRO-3OJ-2021,Motherboard,2021-01-22,20210122,2021,1,Q1,System instability,System instability reported for motherboard.,Component Replaced,True,Under Warranty,2021,0,24,391.04,391.04,391.04,0.0,1.0,13,336.08,4,7,116.21,Lenovo,Lenovo Pro 3OJ,Pro,1464.99,Motherboard
R0014017,P023678,LP-LENOVO-PRO-3OJ-2021,BAT-LENOVO-PRO-3OJ-2021,Battery,2024-10-09,20241009,2024,10,Q4,Battery not charging,Battery not charging reported for battery.,Component Replaced,False,Out of Warranty,2021,3,24,122.69,122.69,122.69,0.0,1.0,4,113.5,8,5,56.24,Lenovo,Lenovo Pro 3OJ,Pro,1464.99,Battery
R0014018,P023679,LP-SAMSUNG-AIR-AQN-2024,BAT-SAMSUNG-AIR-AQN-2024,Battery,2025-04-07,20250407,2025,4,Q2,Battery not charging,Battery not charging reported for battery.,Repaired,True,Under Warranty,2024,1,24,146.62,277.13,277.13,130.51,0.52906578140223,4,225.16,8,5,67.84,Samsung,Samsung Air AQN,Air,2762.99,Battery
R0014019,P023680,LP-HP-STEALTH-34B-2025,DSP-HP-STEALTH-34B-2025,Display,2025-11-14,20251114,2025,11,Q4,Screen flickering,Screen flickering reported for display.,Component Replaced,True,Under Warranty,2025,0,12,274.06,274.06,274.06,0.0,1.0,9,226.46,6,6,80.04,HP,HP Stealth 34B,Stealth,1280.99,Display
R0014020,P023681,LP-ASUS-ZEN-4NF-2024,KBD-ASUS-ZEN-4NF-2024,Keyboard,2024-01-04,20240104,2024,1,Q1,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Repaired,True,Under Warranty,2024,0,12,22.89,68.5,68.5,45.61,0.33416058394160586,4,62.43,7,6,39.73,ASUS,ASUS Zen 4NF,Zen,1533.99,Keyboard
R0014021,P023683,LP-ACER-THINK-YA1-2025,BAT-ACER-THINK-YA1-2025,Battery,2025-07-09,20250709,2025,7,Q3,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,True,Under Warranty,2025,0,12,67.81,67.81,67.81,0.0,1.0,1,59.65,8,5,26.5,Acer,Acer Think YA1,Think,801.99,Battery
R0014022,P023686,LP-MSI-SLIM-8UX-2018,BAT-MSI-SLIM-8UX-2018,Battery,2023-03-20,20230320,2023,3,Q1,Battery degradation,Battery degradation reported for battery.,Component Replaced,False,Out of Warranty,2018,5,24,230.52,230.52,230.52,0.0,1.0,3,192.59,8,5,107.25,MSI,MSI Slim 8UX,Slim,2238.99,Battery
R0014023,P023687,LP-LENOVO-LEGION-MHT-2025,MB-LENOVO-LEGION-MHT-2025,Motherboard,2025-05-05,20250505,2025,5,Q2,Boot failure,Boot failure reported for motherboard.,Component Replaced,True,Under Warranty,2025,0,12,486.4,486.4,486.4,0.0,1.0,13,453.01,4,7,250.84,Lenovo,Lenovo Legion MHT,Legion,2019.99,Motherboard
R0014024,P023687,LP-LENOVO-LEGION-MHT-2025,SSD-LENOVO-LEGION-MHT-2025,SSD,2026-07-15,20260715,2026,7,Q3,Read/write errors,Read/write errors reported for ssd.,Component Replaced,False,Out of Warranty,2025,1,12,216.81,216.81,216.81,0.0,1.0,2,178.84,8,7,41.48,Lenovo,Lenovo Legion MHT,Legion,2019.99,SSD
R0014025,P023690,LP-ASUS-SLIM-PBH-2023,MB-ASUS-SLIM-PBH-2023,Motherboard,2023-05-07,20230507,2023,5,Q2,System instability,System instability reported for motherboard.,Component Replaced,True,Under Warranty,2023,0,24,392.3,392.3,392.3,0.0,1.0,10,351.09,4,7,120.84,ASUS,ASUS Slim PBH,Slim,1609.99,Motherboard
R0014026,P023690,LP-ASUS-SLIM-PBH-2023,DSP-ASUS-SLIM-PBH-2023,Display,2026-03-11,20260311,2026,3,Q1,Display failure,Display failure reported for display.,End of Life,False,Out of Warranty,2023,3,24,54.59,362.84,362.84,308.25,0.15045198985778857,3,317.08,6,6,169.5,ASUS,ASUS Slim PBH,Slim,1609.99,Display
R0014027,P023692,LP-LENOVO-ZEN-6ZS-2023,MB-LENOVO-ZEN-6ZS-2023,Motherboard,2025-09-12,20250912,2025,9,Q3,Boot failure,Boot failure reported for motherboard.,Component Replaced,False,Out of Warranty,2023,2,12,429.21,429.21,429.21,0.0,1.0,7,379.6,4,7,120.2,Lenovo,Lenovo Zen 6ZS,Zen,1892.99,Motherboard
R0014028,P023694,LP-MSI-STEALTH-SOR-2023,DSP-MSI-STEALTH-SOR-2023,Display,2024-04-17,20240417,2024,4,Q2,Display failure,Display failure reported for display.,Component Replaced,True,Under Warranty,2023,1,36,364.3,364.3,364.3,0.0,1.0,5,315.15,6,6,72.26,MSI,MSI Stealth SOR,Stealth,1795.99,Display
R0014029,P023695,LP-ACER-STEALTH-XPM-2024,MB-ACER-STEALTH-XPM-2024,Motherboard,2024-04-19,20240419,2024,4,Q2,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,True,Under Warranty,2024,0,12,439.61,439.61,439.61,0.0,1.0,9,366.16,4,7,134.41,Acer,Acer Stealth XPM,Stealth,1636.99,Motherboard
R0014030,P023696,LP-GIGABYTE-SLIM-52A-2022,MB-GIGABYTE-SLIM-52A-2022,Motherboard,2022-02-05,20220205,2022,2,Q1,Power failure,Power failure reported for motherboard.,Component Replaced,True,Under Warranty,2022,0,24,656.41,656.41,656.41,0.0,1.0,10,600.27,4,7,238.3,Gigabyte,Gigabyte Slim 52A,Slim,2863.99,Motherboard
R0014031,P023697,LP-RAZER-NITRO-VNK-2024,MB-RAZER-NITRO-VNK-2024,Motherboard,2025-08-06,20250806,2025,8,Q3,Power failure,Power failure reported for motherboard.,Repaired,True,Under Warranty,2024,1,24,179.01,557.18,557.18,378.16999999999996,0.32127858142790483,5,503.47,4,7,310.76,Razer,Razer Nitro VNK,Nitro,2403.99,Motherboard
R0014032,P023698,LP-DELL-NITRO-RXU-2025,MB-DELL-NITRO-RXU-2025,Motherboard,2026-06-11,20260611,2026,6,Q2,Boot failure,Boot failure reported for motherboard.,Component Replaced,True,Under Warranty,2025,1,24,331.29,331.29,331.29,0.0,1.0,15,274.45,4,7,146.83,Dell,Dell Nitro RXU,Nitro,1281.99,Motherboard
R0014033,P023699,LP-LENOVO-STEALTH-C22-2023,KBD-LENOVO-STEALTH-C22-2023,Keyboard,2025-12-03,20251203,2025,12,Q4,Liquid damage,Liquid damage reported for keyboard.,Repaired,False,Out of Warranty,2023,2,24,68.66,121.54,121.54,52.88000000000001,0.5649168997860786,5,106.7,7,6,67.27,Lenovo,Lenovo Stealth C22,Stealth,2600.99,Keyboard
R0014034,P023704,LP-ASUS-BLADE-4ZX-2021,SSD-ASUS-BLADE-4ZX-2021,SSD,2022-12-13,20221213,2022,12,Q4,Performance degradation,Performance degradation reported for ssd.,Component Replaced,False,Out of Warranty,2021,1,12,272.28,272.28,272.28,0.0,1.0,2,229.09,8,7,135.48,ASUS,ASUS Blade 4ZX,Blade,2373.99,SSD
R0014035,P023704,LP-ASUS-BLADE-4ZX-2021,KBD-ASUS-BLADE-4ZX-2021,Keyboard,2023-09-04,20230904,2023,9,Q3,Key failure,Key failure reported for keyboard.,Component Replaced,False,Out of Warranty,2021,2,12,110.3,110.3,110.3,0.0,1.0,3,101.01,7,6,31.51,ASUS,ASUS Blade 4ZX,Blade,2373.99,Keyboard
R0014036,P023705,LP-LENOVO-ZEN-1LU-2023,RAM-LENOVO-ZEN-1LU-2023,RAM,2025-06-03,20250603,2025,6,Q2,Memory error,Memory error reported for ram.,Component Replaced,False,Out of Warranty,2023,2,12,168.0,168.0,168.0,0.0,1.0,4,140.81,9,8,82.12,Lenovo,Lenovo Zen 1LU,Zen,1947.99,RAM
R0014037,P023707,LP-HP-PRO-IJK-2019,MB-HP-PRO-IJK-2019,Motherboard,2021-12-11,20211211,2021,12,Q4,Boot failure,Boot failure reported for motherboard.,Repaired,False,Out of Warranty,2019,2,12,141.05,408.72,408.72,267.67,0.34510178117048346,15,387.05,4,7,228.21,HP,HP Pro IJK,Pro,1653.99,Motherboard
R0014038,P023708,LP-GIGABYTE-BLADE-PSP-2021,KBD-GIGABYTE-BLADE-PSP-2021,Keyboard,2025-01-10,20250110,2025,1,Q1,Keyboard not responding,Keyboard not responding reported for keyboard.,Repaired,False,Out of Warranty,2021,4,48,30.46,57.29,57.29,26.83,0.531680921626811,1,51.13,7,6,18.87,Gigabyte,Gigabyte Blade PSP,Blade,1313.99,Keyboard
R0014039,P023710,LP-HP-THINK-XME-2020,KBD-HP-THINK-XME-2020,Keyboard,2023-11-25,20231125,2023,11,Q4,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,False,Out of Warranty,2020,3,24,114.33,114.33,114.33,0.0,1.0,3,95.28,7,6,31.68,HP,HP Think XME,Think,2367.99,Keyboard
